Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
Gln,"8.894 [-1.772,19.560]",1.000,,Glutamine
His,"6.063 [-4.263,16.389]",1.000,,Histidine
M-LDL-TG%,"1.682 [-9.761,13.125]",1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
M-LDL-CE%,"1.548 [-8.911,12.007]",1.000,,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
Phe,"1.454 [-8.984,11.892]",1.000,,Phenylalanine
Total-C,"-2.477 [-14.302,9.348]",1.000,,Total-Cholesterol
LDL-CE,"-2.929 [-14.089,8.230]",1.000,,Cholesteryl Esters in LDL
Total-CE,"-3.054 [-14.879,8.771]",1.000,,Total-Esterified Cholesterol
M-LDL-FC%,"-3.313 [-16.034,9.408]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
HDL-CE,"-3.399 [-15.181,8.383]",1.000,,Cholesteryl Esters in HDL
