Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-FC%,"90.111 [40.541,139.682]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Total-C,"31.777 [-14.324,77.877]",1.000,,Total-Cholesterol
LDL-CE,"17.979 [-25.530,61.488]",1.000,,Cholesteryl Esters in LDL
HDL-CE,"7.519 [-38.419,53.456]",1.000,,Cholesteryl Esters in HDL
VLDL-C,"7.040 [-35.600,49.680]",1.000,,VLDL Cholesterol
PUFA,"-22.382 [-66.861,22.098]",1.000,,Polyunsaturated Fatty Acids
Total-FA,"-42.230 [-87.778,3.317]",1.000,,Total-Fatty Acids
SFA,"-44.681 [-91.056,1.694]",1.000,,Saturated Fatty Acids
M-LDL-TG%,"-58.053 [-102.656,-13.450]",1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
L-HDL-PL%,"-138.130 [-192.122,-84.138]",0.123,,Phospholipids to Total-Lipids in Large HDL percentage
