Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-FC%,"6.758 [-0.987,14.502]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
LA,"3.630 [-3.199,10.459]",1.000,,Linoleic Acid
Unsaturation,"2.034 [-5.250,9.318]",1.000,,Degree of Unsaturation
DHA,"0.200 [-6.576,6.976]",1.000,,Docosahexaenoic Acid
Omega-6,"0.168 [-6.728,7.065]",1.000,,Omega-6 Fatty Acids
Phe,"-0.888 [-7.243,5.468]",1.000,,Phenylalanine
Ile,"-2.493 [-9.064,4.077]",1.000,,Isoleucine
Leu,"-3.732 [-10.416,2.952]",1.000,,Leucine
M-LDL-TG%,"-3.854 [-10.821,3.113]",1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
GlycA,"-17.510 [-24.667,-10.353]",0.375,,Glycoprotein Acetyls
