Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
Lactate,"0.074 [0.054,0.093]",3.121e-08,***,Lactate
Total-C,"0.009 [-0.013,0.031]",1.000,,Total-Cholesterol
M-LDL-FC%,"0.009 [-0.016,0.033]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
HDL-CE,"0.003 [-0.020,0.026]",1.000,,Cholesteryl Esters in HDL
VLDL-C,"0.002 [-0.019,0.023]",1.000,,VLDL Cholesterol
M-LDL-PL%,"-0.004 [-0.024,0.017]",1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
Tyr,"-0.008 [-0.030,0.014]",1.000,,Tyrosine
His,"-0.011 [-0.033,0.010]",1.000,,Histidine
Phe,"-0.014 [-0.036,0.007]",1.000,,Phenylalanine
Glu,"-0.073 [-0.095,-0.050]",5.110e-05,***,Glucose
