Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
Creatinine,"1.025 [0.591,1.459]",0.836,,Creatinine
Omega-6%,"0.331 [-0.072,0.735]",1.000,,Omega-6 Fatty Acids to Total-Fatty Acids percentage
M-LDL-FC%,"0.320 [-0.071,0.711]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
PUFA%,"0.240 [-0.170,0.650]",1.000,,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
LA%,"0.097 [-0.288,0.482]",1.000,,Linoleic Acid to Total-Fatty Acids percentage
M-VLDL-FC%,"-0.072 [-0.444,0.301]",1.000,,Free Cholesterol to Total-Lipids in Medium VLDL percentage
LDL-C,"-0.334 [-0.680,0.011]",1.000,,LDL Cholesterol
Clinical LDL-C,"-0.360 [-0.707,-0.012]",1.000,,Clinical LDL Cholesterol
Non-HDL-C,"-0.374 [-0.722,-0.026]",1.000,,Total-Cholesterol Minus HDL-C
ApoB,"-0.508 [-0.849,-0.168]",1.000,,Apolipoprotein B
