Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
PUFA/MUFA,"8.664 [2.379,14.949]",1.000,,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
DHA%,"8.631 [2.823,14.439]",1.000,,Docosahexaenoic Acid to Total-Fatty Acids percentage
M-LDL-FC%,"5.237 [-1.026,11.499]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
LA%,"4.866 [-1.256,10.989]",1.000,,Linoleic Acid to Total-Fatty Acids percentage
ApoB/ApoA1,"0.547 [-5.019,6.113]",1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
HDL-C,"-0.142 [-5.959,5.675]",1.000,,HDL Cholesterol
M-LDL-PL%,"-0.832 [-5.804,4.140]",1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
Clinical LDL-C,"-1.318 [-6.890,4.253]",1.000,,Clinical LDL Cholesterol
LDL-C,"-1.567 [-7.089,3.955]",1.000,,LDL Cholesterol
GlycA,"-13.668 [-19.456,-7.880]",0.847,,Glycoprotein Acetyls
