Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
DHA%,"1.406 [1.140,1.671]",7.874e-20,***,Docosahexaenoic Acid to Total-Fatty Acids percentage
Omega-3%,"1.045 [0.793,1.297]",9.509e-11,***,Omega-3 Fatty Acids to Total-Fatty Acids percentage
DHA,"1.022 [0.769,1.274]",5.538e-10,***,Docosahexaenoic Acid
PUFA/MUFA,"0.970 [0.692,1.248]",1.801e-06,***,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
Sc-ala,"0.922 [0.681,1.163]",1.361e-08,***,Spectrometer-corrected alanine
Unsaturation,"0.913 [0.647,1.178]",3.499e-06,***,Degree of Unsaturation
L-HDL-PL%,"0.877 [0.588,1.167]",6.240e-04,***,Phospholipids to Total-Lipids in Large HDL percentage
XS-VLDL-TG%,"0.785 [0.523,1.046]",9.731e-04,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
S-HDL-CE,"0.774 [0.538,1.009]",3.020e-05,***,Cholesteryl Esters in Small HDL
Ala,"0.750 [0.505,0.996]",4.791e-04,***,Alanine
S-HDL-C,"0.747 [0.508,0.985]",1.917e-04,***,Cholesterol in Small HDL
M-HDL-CE,"0.729 [0.475,0.984]",0.004,**,Cholesteryl Esters in Medium HDL
Lactate,"0.721 [0.470,0.972]",0.004,**,Lactate
L-VLDL-TG%,"0.715 [0.491,0.940]",9.824e-05,***,Triglycerides to Total-Lipids in Large VLDL percentage
M-HDL-C,"0.700 [0.444,0.955]",0.018,*,Cholesterol in Medium HDL
M-VLDL-TG%,"0.679 [0.428,0.929]",0.026,*,Triglycerides to Total-Lipids in Medium VLDL percentage
S-HDL-P,"0.668 [0.431,0.906]",0.008,**,Concentration of Small HDL Particles
Omega-3,"0.664 [0.416,0.913]",0.035,*,Omega-3 Fatty Acids
S-HDL-L,"0.653 [0.412,0.894]",0.024,*,Total-Lipids in Small HDL
S-VLDL-PL,"-0.632 [-0.871,-0.393]",0.049,*,Phospholipids in Small VLDL
L-LDL-P,"-0.652 [-0.891,-0.413]",0.021,*,Concentration of Large LDL Particles
LDL-P,"-0.656 [-0.896,-0.417]",0.018,*,Concentration of LDL Particles
M-VLDL-P,"-0.663 [-0.903,-0.422]",0.015,*,Concentration of Medium VLDL Particles
VLDL-P,"-0.681 [-0.922,-0.440]",0.007,**,Concentration of VLDL Particles
XL-HDL-FC,"-0.681 [-0.916,-0.446]",0.003,**,Free Cholesterol in Very Large HDL
IDL-L,"-0.682 [-0.933,-0.431]",0.023,*,Total-Lipids in IDL
S-VLDL-FC,"-0.688 [-0.925,-0.450]",0.003,**,Free Cholesterol in Small VLDL
XL-VLDL-FC%,"-0.693 [-0.929,-0.456]",0.002,**,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
L-VLDL-C%,"-0.693 [-0.933,-0.453]",0.003,**,Cholesterol to Total-Lipids in Large VLDL percentage
XL-VLDL-C,"-0.694 [-0.943,-0.445]",0.011,*,Cholesterol in Very Large VLDL
