Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
LA%,"6.188 [1.342,11.034]",1.000,,Linoleic Acid to Total-Fatty Acids percentage
PUFA/MUFA,"5.325 [0.350,10.300]",1.000,,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
M-LDL-FC%,"4.985 [0.029,9.942]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Omega-6%,"4.355 [-0.746,9.457]",1.000,,Omega-6 Fatty Acids to Total-Fatty Acids percentage
DHA%,"3.353 [-1.246,7.951]",1.000,,Docosahexaenoic Acid to Total-Fatty Acids percentage
Clinical LDL-C,"-1.960 [-6.369,2.450]",1.000,,Clinical LDL Cholesterol
ApoB,"-2.147 [-6.470,2.177]",1.000,,Apolipoprotein B
M-VLDL-TG%,"-3.026 [-7.426,1.374]",1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
ApoB/ApoA1,"-3.143 [-7.549,1.263]",1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
GlycA,"-12.206 [-16.785,-7.626]",0.041,*,Glycoprotein Acetyls
