Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
LA%,"4.725 [2.972,6.478]",0.030,*,Linoleic Acid to Total-Fatty Acids percentage
Omega-6%,"4.551 [2.705,6.396]",0.312,,Omega-6 Fatty Acids to Total-Fatty Acids percentage
PUFA%,"3.168 [1.289,5.046]",1.000,,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
M-LDL-FC%,"3.147 [1.353,4.941]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
LA,"0.685 [-0.898,2.268]",1.000,,Linoleic Acid
ApoB/ApoA1,"-0.036 [-1.632,1.559]",1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
M-LDL-TG%,"-2.212 [-3.827,-0.598]",1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
Val,"-2.790 [-4.349,-1.231]",1.000,,Valine
Total-BCAA,"-2.945 [-4.489,-1.401]",1.000,,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Leu,"-3.091 [-4.640,-1.543]",1.000,,Leucine
