Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
LA%,"19.787 [12.324,27.250]",0.047,*,Linoleic Acid to Total-Fatty Acids percentage
M-LDL-FC%,"12.945 [5.307,20.584]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
HDL-FC,"6.547 [-0.252,13.346]",1.000,,Free Cholesterol in HDL
LDL-FC,"2.433 [-4.286,9.151]",1.000,,Free Cholesterol in LDL
Total-FC,"1.708 [-5.217,8.633]",1.000,,Total-Free Cholesterol
Non-HDL-C,"-0.105 [-6.908,6.697]",1.000,,Total-Cholesterol Minus HDL-C
ApoB,"-1.229 [-7.894,5.437]",1.000,,Apolipoprotein B
ApoB/ApoA1,"-4.120 [-10.912,2.672]",1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
Val,"-6.098 [-12.736,0.541]",1.000,,Valine
GlycA,"-17.359 [-24.420,-10.297]",0.335,,Glycoprotein Acetyls
