Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
Creatinine,"0.244 [0.198,0.291]",1.336e-19,***,Creatinine
Gln,"0.187 [0.149,0.224]",1.653e-17,***,Glutamine
XL-HDL-FC%,"0.181 [0.135,0.227]",2.315e-09,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
Tyr,"0.163 [0.127,0.199]",1.997e-13,***,Tyrosine
Gly,"0.163 [0.130,0.196]",1.884e-16,***,Glycine
S-LDL-PL%,"0.159 [0.123,0.196]",1.355e-12,***,Phospholipids to Total-Lipids in Small LDL percentage
XXL-VLDL-TG%,"0.148 [0.113,0.183]",1.648e-11,***,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XS-VLDL-FC%,"0.138 [0.097,0.179]",7.326e-06,***,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
ApoB/ApoA1,"0.129 [0.092,0.167]",3.076e-06,***,Apolipoprotein B to Apolipoprotein A1 ratio
LA%,"0.117 [0.075,0.158]",0.007,**,Linoleic Acid to Total-Fatty Acids percentage
M-HDL-PL%,"0.116 [0.074,0.158]",0.015,*,Phospholipids to Total-Lipids in Medium HDL percentage
XL-HDL-FC,"0.115 [0.080,0.151]",5.625e-05,***,Free Cholesterol in Very Large HDL
PUFA/MUFA,"0.115 [0.073,0.158]",0.025,*,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
SFA%,"0.114 [0.074,0.154]",0.004,**,Saturated Fatty Acids to Total-Fatty Acids percentage
L-LDL-FC%,"0.108 [0.067,0.148]",0.046,*,Free Cholesterol to Total-Lipids in Large LDL percentage
S-HDL-FC%,"0.106 [0.069,0.143]",0.005,**,Free Cholesterol to Total-Lipids in Small HDL percentage
XXL-VLDL-PL%,"-0.094 [-0.126,-0.061]",0.004,**,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Acetone,"-0.101 [-0.138,-0.063]",0.030,*,Acetone
M-HDL-TG,"-0.102 [-0.138,-0.066]",0.009,**,Triglycerides in Medium HDL
Total-C,"-0.107 [-0.146,-0.068]",0.017,*,Total-Cholesterol
M-HDL-C%,"-0.111 [-0.153,-0.070]",0.025,*,Cholesterol to Total-Lipids in Medium HDL percentage
XXL-VLDL-CE,"-0.115 [-0.155,-0.076]",0.003,**,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
L-LDL-CE%,"-0.117 [-0.153,-0.081]",3.789e-05,***,Cholesteryl Esters to Total-Lipids in Large LDL percentage
Total-CE,"-0.118 [-0.157,-0.079]",7.676e-04,***,Total-Esterified Cholesterol
L-HDL-L,"-0.119 [-0.159,-0.078]",0.002,**,Total-Lipids in Large HDL
M-HDL-FC%,"-0.119 [-0.163,-0.075]",0.033,*,Free Cholesterol to Total-Lipids in Medium HDL percentage
Total-L,"-0.127 [-0.165,-0.088]",3.133e-05,***,Total-Lipids in Lipoprotein Particles
L-HDL-PL,"-0.133 [-0.173,-0.094]",8.446e-06,***,Phospholipids in Large HDL
DHA,"-0.136 [-0.175,-0.098]",8.892e-07,***,Docosahexaenoic Acid
Unsaturation,"-0.140 [-0.181,-0.100]",2.214e-06,***,Degree of Unsaturation
Acetate,"-0.148 [-0.185,-0.111]",1.015e-09,***,Acetate
XXL-VLDL-C%,"-0.153 [-0.189,-0.116]",2.883e-11,***,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
S-LDL-CE%,"-0.153 [-0.190,-0.116]",5.487e-11,***,Cholesteryl Esters to Total-Lipids in Small LDL percentage
LA,"-0.155 [-0.193,-0.117]",2.506e-10,***,Linoleic Acid
MUFA%,"-0.162 [-0.204,-0.120]",7.804e-09,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
Omega-3,"-0.165 [-0.203,-0.127]",2.435e-12,***,Omega-3 Fatty Acids
XXL-VLDL-CE%,"-0.168 [-0.203,-0.133]",1.477e-15,***,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XL-HDL-CE%,"-0.175 [-0.217,-0.133]",6.981e-11,***,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
Glu-lactate,"-0.177 [-0.215,-0.139]",1.497e-14,***,Glucose-lactate
SFA,"-0.177 [-0.217,-0.137]",4.589e-13,***,Saturated Fatty Acids
SM,"-0.188 [-0.227,-0.150]",3.924e-16,***,Sphingomyelins
Total-PL,"-0.193 [-0.232,-0.153]",1.922e-16,***,Total-Phospholipids in Lipoprotein Particles
HDL-FC,"-0.193 [-0.232,-0.154]",9.261e-17,***,Free Cholesterol in HDL
LDL-size,"-0.202 [-0.242,-0.163]",1.751e-18,***,Average Diameter for LDL Particles
PC,"-0.209 [-0.248,-0.169]",7.341e-20,***,Phosphatidylcholines
GlycA,"-0.231 [-0.271,-0.192]",5.487e-25,***,Glycoprotein Acetyls
MUFA,"-0.232 [-0.271,-0.192]",1.024e-24,***,Monounsaturated Fatty Acids
Total-FA,"-0.232 [-0.272,-0.193]",8.625e-26,***,Total-Fatty Acids
3-Hydroxybutyrate,"-0.233 [-0.268,-0.198]",3.552e-34,***,3-Hydroxybutyrate
HDL-C,"-0.237 [-0.277,-0.197]",1.897e-25,***,HDL Cholesterol
HDL-CE,"-0.243 [-0.284,-0.203]",2.515e-27,***,Cholesteryl Esters in HDL
Omega-6,"-0.244 [-0.282,-0.205]",2.258e-30,***,Omega-6 Fatty Acids
Cholines,"-0.245 [-0.285,-0.205]",1.554e-28,***,Total-Cholines
Phosphoglyc,"-0.254 [-0.294,-0.215]",3.177e-31,***,Phosphoglycerides
HDL-L,"-0.256 [-0.296,-0.215]",5.850e-30,***,Total-Lipids in HDL
PUFA,"-0.258 [-0.297,-0.219]",9.281e-34,***,Polyunsaturated Fatty Acids
S-HDL-FC,"-0.258 [-0.295,-0.221]",4.149e-37,***,Free Cholesterol in Small HDL
HDL-PL,"-0.259 [-0.299,-0.220]",5.023e-32,***,Phospholipids in HDL
M-HDL-FC,"-0.266 [-0.304,-0.227]",1.599e-36,***,Free Cholesterol in Medium HDL
ApoA1,"-0.275 [-0.314,-0.236]",1.586e-37,***,Apolipoprotein A1
S-HDL-P,"-0.279 [-0.315,-0.243]",8.936e-47,***,Concentration of Small HDL Particles
M-HDL-P,"-0.282 [-0.320,-0.244]",1.168e-42,***,Concentration of Medium HDL Particles
S-HDL-CE,"-0.284 [-0.320,-0.248]",2.311e-49,***,Cholesteryl Esters in Small HDL
S-HDL-C,"-0.288 [-0.324,-0.252]",1.422e-49,***,Cholesterol in Small HDL
Total-P,"-0.291 [-0.329,-0.254]",7.133e-46,***,Total-Concentration of Lipoprotein Particles
S-HDL-L,"-0.293 [-0.329,-0.256]",1.715e-50,***,Total-Lipids in Small HDL
M-HDL-C,"-0.293 [-0.332,-0.254]",5.167e-44,***,Cholesterol in Medium HDL
M-HDL-PL,"-0.295 [-0.334,-0.257]",5.700e-46,***,Phospholipids in Medium HDL
M-HDL-CE,"-0.296 [-0.334,-0.257]",1.971e-45,***,Cholesteryl Esters in Medium HDL
S-HDL-PL,"-0.297 [-0.334,-0.261]",1.221e-51,***,Phospholipids in Small HDL
M-HDL-L,"-0.298 [-0.337,-0.259]",1.581e-45,***,Total-Lipids in Medium HDL
HDL-P,"-0.299 [-0.337,-0.261]",5.250e-49,***,Concentration of HDL Particles
Lactate,"-0.386 [-0.422,-0.349]",1.313e-90,***,Lactate
Pyruvate,"-0.668 [-0.704,-0.632]",2.239e-277,***,Pyruvate
