Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-FC%,"21.885 [11.040,32.730]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Gly,"15.958 [8.015,23.901]",1.000,,Glycine
His,"4.177 [-4.632,12.987]",1.000,,Histidine
Tyr,"0.751 [-8.249,9.751]",1.000,,Tyrosine
ApoA1,"0.652 [-9.189,10.494]",1.000,,Apolipoprotein A1
Total-C,"-5.510 [-15.598,4.577]",1.000,,Total-Cholesterol
Non-HDL-C,"-7.724 [-17.383,1.935]",1.000,,Total-Cholesterol Minus HDL-C
Remnant-C,"-8.583 [-18.186,1.020]",1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
M-LDL-TG%,"-8.992 [-18.753,0.769]",1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
VLDL-C,"-11.617 [-20.945,-2.290]",1.000,,VLDL Cholesterol
