Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-FC%,"24.716 [10.234,39.198]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
LA%,"23.673 [9.514,37.833]",1.000,,Linoleic Acid to Total-Fatty Acids percentage
Omega-6%,"21.431 [6.524,36.338]",1.000,,Omega-6 Fatty Acids to Total-Fatty Acids percentage
PUFA%,"16.126 [0.958,31.293]",1.000,,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
SFA%,"2.995 [-10.260,16.249]",1.000,,Saturated Fatty Acids to Total-Fatty Acids percentage
ApoA1,"-1.407 [-14.547,11.732]",1.000,,Apolipoprotein A1
ApoB/ApoA1,"-2.492 [-15.370,10.386]",1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
Val,"-3.187 [-15.775,9.400]",1.000,,Valine
M-LDL-TG%,"-10.242 [-23.274,2.791]",1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
GlycA,"-36.848 [-50.233,-23.463]",0.016,*,Glycoprotein Acetyls
