Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
L-HDL-CE,"0.127 [0.074,0.180]",0.643,,Cholesteryl Esters in Large HDL
L-HDL-C,"0.127 [0.074,0.181]",0.736,,Cholesterol in Large HDL
XL-HDL-CE,"0.123 [0.072,0.174]",0.619,,Cholesteryl Esters in Very Large HDL
XL-HDL-C,"0.119 [0.069,0.170]",0.975,,Cholesterol in Very Large HDL
Citrate,"0.069 [0.019,0.120]",1.000,,Citrate
Ala,"-0.018 [-0.070,0.033]",1.000,,Alanine
Gln,"-0.022 [-0.073,0.028]",1.000,,Glutamine
Gly,"-0.023 [-0.069,0.024]",1.000,,Glycine
M-LDL-TG%,"-0.027 [-0.078,0.024]",1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
M-LDL-CE%,"-0.085 [-0.135,-0.035]",1.000,,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
