Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-FC%,"7.621 [-2.068,17.310]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Clinical LDL-C,"4.423 [-4.196,13.043]",1.000,,Clinical LDL Cholesterol
Non-HDL-C,"3.827 [-4.797,12.451]",1.000,,Total-Cholesterol Minus HDL-C
LDL-C,"3.640 [-4.902,12.183]",1.000,,LDL Cholesterol
HDL-C,"1.434 [-7.566,10.434]",1.000,,HDL Cholesterol
Omega-3,"-1.715 [-10.042,6.612]",1.000,,Omega-3 Fatty Acids
Omega-6,"-1.977 [-10.604,6.650]",1.000,,Omega-6 Fatty Acids
PUFA,"-2.288 [-10.977,6.402]",1.000,,Polyunsaturated Fatty Acids
M-LDL-PL%,"-6.468 [-14.164,1.228]",1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
MUFA,"-7.483 [-16.580,1.614]",1.000,,Monounsaturated Fatty Acids
