Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
Albumin,"19.372 [2.978,35.766]",1.000,,Albumin
M-LDL-FC%,"17.268 [-1.505,36.041]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
SFA%,"12.709 [-4.465,29.883]",1.000,,Saturated Fatty Acids to Total-Fatty Acids percentage
HDL-FC,"8.688 [-8.017,25.394]",1.000,,Free Cholesterol in HDL
LDL-FC,"2.341 [-14.166,18.847]",1.000,,Free Cholesterol in LDL
Phe,"-0.408 [-15.814,14.998]",1.000,,Phenylalanine
M-LDL-CE%,"-2.970 [-18.408,12.467]",1.000,,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
M-LDL-PL%,"-7.613 [-22.517,7.290]",1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
Gly,"-7.635 [-21.386,6.115]",1.000,,Glycine
Ala,"-8.657 [-24.535,7.221]",1.000,,Alanine
