Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
LA%,"87.855 [51.983,123.727]",0.366,,Linoleic Acid to Total-Fatty Acids percentage
M-LDL-FC%,"72.124 [35.420,108.827]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
LA,"24.991 [-7.390,57.371]",1.000,,Linoleic Acid
Omega-6,"10.460 [-22.241,43.162]",1.000,,Omega-6 Fatty Acids
PUFA,"1.347 [-31.592,34.286]",1.000,,Polyunsaturated Fatty Acids
VLDL-CE,"-4.387 [-35.824,27.050]",1.000,,Cholesteryl Esters in VLDL
ApoB/ApoA1,"-5.801 [-38.445,26.842]",1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
VLDL-C,"-10.661 [-42.236,20.914]",1.000,,VLDL Cholesterol
M-LDL-TG%,"-44.924 [-77.952,-11.896]",1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
L-HDL-PL%,"-120.069 [-160.033,-80.104]",9.116e-04,***,Phospholipids to Total-Lipids in Large HDL percentage
