Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
DHA%,"0.007 [-0.010,0.023]",1.000,,Docosahexaenoic Acid to Total-Fatty Acids percentage
Omega-3%,"0.005 [-0.010,0.021]",1.000,,Omega-3 Fatty Acids to Total-Fatty Acids percentage
VLDL-CE,"0.003 [-0.012,0.018]",1.000,,Cholesteryl Esters in VLDL
M-LDL-FC%,"0.001 [-0.016,0.018]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
PUFA/MUFA,"0.000 [-0.017,0.018]",1.000,,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
Total-C,"-0.000 [-0.016,0.016]",1.000,,Total-Cholesterol
LDL-C,"-0.001 [-0.016,0.014]",1.000,,LDL Cholesterol
ApoA1,"-0.004 [-0.020,0.012]",1.000,,Apolipoprotein A1
HDL-C,"-0.004 [-0.020,0.013]",1.000,,HDL Cholesterol
M-VLDL-TG%,"-0.008 [-0.023,0.008]",1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
