Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
Non-HDL-C,1.08 [0.95-1.23],1.000,,Total-Cholesterol Minus HDL-C
Remnant-C,1.08 [0.95-1.23],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
M-LDL-TG%,1.08 [0.95-1.23],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
LDL-C,1.07 [0.94-1.22],1.000,,LDL Cholesterol
Clinical LDL-C,1.06 [0.93-1.21],1.000,,Clinical LDL Cholesterol
HDL-C,0.98 [0.85-1.13],1.000,,HDL Cholesterol
HDL-CE,0.97 [0.85-1.12],1.000,,Cholesteryl Esters in HDL
Omega-6/Omega-3,0.91 [0.79-1.05],1.000,,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
M-LDL-FC%,0.91 [0.79-1.04],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
PUFA/MUFA,0.85 [0.74-0.99],1.000,,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
