Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
DHA%,1.06 [0.91-1.22],1.000,,Docosahexaenoic Acid to Total-Fatty Acids percentage
MUFA%,1.05 [0.91-1.22],1.000,,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
M-LDL-FC%,1.03 [0.88-1.19],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Val,1.01 [0.88-1.16],1.000,,Valine
Omega-3%,1.01 [0.88-1.16],1.000,,Omega-3 Fatty Acids to Total-Fatty Acids percentage
LDL-C,0.98 [0.86-1.12],1.000,,LDL Cholesterol
HDL-C,0.98 [0.85-1.14],1.000,,HDL Cholesterol
Clinical LDL-C,0.96 [0.84-1.10],1.000,,Clinical LDL Cholesterol
Non-HDL-C,0.95 [0.83-1.09],1.000,,Total-Cholesterol Minus HDL-C
M-VLDL-C%,0.91 [0.79-1.05],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
