Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-LDL-TG%,1.47 [1.36-1.58],1.237e-19,***,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-TG%,1.42 [1.33-1.53],1.634e-18,***,Triglycerides to Total-Lipids in Medium LDL percentage
IDL-TG%,1.41 [1.31-1.52],2.746e-15,***,Triglycerides to Total-Lipids in IDL percentage
XS-VLDL-PL%,1.32 [1.22-1.42],4.630e-08,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
XS-VLDL-TG%,1.32 [1.22-1.42],1.799e-07,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
Creatinine,1.29 [1.19-1.39],6.067e-05,***,Creatinine
S-LDL-TG%,1.29 [1.20-1.38],1.332e-06,***,Triglycerides to Total-Lipids in Small LDL percentage
IDL-PL%,1.27 [1.18-1.37],9.784e-06,***,Phospholipids to Total-Lipids in IDL percentage
S-VLDL-TG%,1.27 [1.18-1.37],8.874e-05,***,Triglycerides to Total-Lipids in Small VLDL percentage
M-HDL-PL%,1.24 [1.15-1.34],0.012,*,Phospholipids to Total-Lipids in Medium HDL percentage
M-VLDL-TG%,1.23 [1.15-1.33],0.006,**,Triglycerides to Total-Lipids in Medium VLDL percentage
XS-VLDL-FC%,0.82 [0.76-0.88],0.011,*,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
M-VLDL-CE%,0.82 [0.76-0.88],0.002,**,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
ApoB/ApoA1,0.82 [0.76-0.88],0.030,*,Apolipoprotein B to Apolipoprotein A1 ratio
S-LDL-CE%,0.82 [0.76-0.88],0.008,**,Cholesteryl Esters to Total-Lipids in Small LDL percentage
Unsaturation,0.81 [0.75-0.88],0.045,*,Degree of Unsaturation
L-VLDL-C,0.81 [0.75-0.88],0.032,*,Cholesterol in Large VLDL
M-HDL-C,0.81 [0.75-0.88],0.047,*,Cholesterol in Medium HDL
M-LDL-CE%,0.81 [0.76-0.87],0.003,**,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
M-VLDL-PL%,0.81 [0.76-0.87],3.624e-04,***,Phospholipids to Total-Lipids in Medium VLDL percentage
S-VLDL-C%,0.81 [0.76-0.87],6.672e-04,***,Cholesterol to Total-Lipids in Small VLDL percentage
M-VLDL-C%,0.81 [0.75-0.87],6.056e-04,***,Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-FC%,0.80 [0.75-0.86],2.863e-04,***,Free Cholesterol to Total-Lipids in Medium VLDL percentage
VLDL-PL,0.80 [0.75-0.87],0.003,**,Phospholipids in VLDL
XS-VLDL-P,0.80 [0.74-0.86],5.683e-04,***,Concentration of Very Small VLDL Particles
S-VLDL-L,0.80 [0.74-0.86],0.001,**,Total-Lipids in Small VLDL
L-LDL-FC%,0.80 [0.75-0.86],6.737e-05,***,Free Cholesterol to Total-Lipids in Large LDL percentage
M-HDL-FC,0.80 [0.74-0.86],0.007,**,Free Cholesterol in Medium HDL
XS-VLDL-L,0.80 [0.74-0.86],2.806e-04,***,Total-Lipids in Very Small VLDL
HDL-L,0.80 [0.73-0.86],0.012,*,Total-Lipids in HDL
LA%,0.79 [0.73-0.85],2.419e-04,***,Linoleic Acid to Total-Fatty Acids percentage
Omega-3,0.79 [0.73-0.85],5.146e-04,***,Omega-3 Fatty Acids
L-VLDL-CE,0.79 [0.73-0.85],1.766e-04,***,Cholesteryl Esters in Large VLDL
HDL-CE,0.79 [0.73-0.86],0.002,**,Cholesteryl Esters in HDL
XS-VLDL-FC,0.79 [0.73-0.85],3.091e-05,***,Free Cholesterol in Very Small VLDL
VLDL-P,0.79 [0.73-0.85],1.065e-04,***,Concentration of VLDL Particles
HDL-FC,0.79 [0.72-0.85],0.002,**,Free Cholesterol in HDL
HDL-C,0.78 [0.72-0.85],0.001,**,HDL Cholesterol
S-VLDL-CE,0.78 [0.73-0.84],1.574e-05,***,Cholesteryl Esters in Small VLDL
XL-VLDL-CE,0.78 [0.73-0.85],1.227e-04,***,Cholesteryl Esters in Very Large VLDL
ApoA1,0.78 [0.72-0.85],2.815e-04,***,Apolipoprotein A1
XL-HDL-CE%,0.78 [0.72-0.84],1.469e-05,***,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
VLDL-FC,0.78 [0.72-0.84],9.946e-06,***,Free Cholesterol in VLDL
SFA,0.78 [0.72-0.84],1.067e-04,***,Saturated Fatty Acids
S-HDL-PL,0.77 [0.72-0.83],4.847e-06,***,Phospholipids in Small HDL
L-LDL-CE%,0.77 [0.72-0.82],6.960e-09,***,Cholesteryl Esters to Total-Lipids in Large LDL percentage
S-HDL-L,0.76 [0.71-0.82],7.165e-08,***,Total-Lipids in Small HDL
S-VLDL-C,0.76 [0.71-0.82],4.193e-08,***,Cholesterol in Small VLDL
VLDL-C,0.75 [0.70-0.81],5.827e-09,***,VLDL Cholesterol
S-VLDL-PL%,0.75 [0.70-0.81],3.191e-09,***,Phospholipids to Total-Lipids in Small VLDL percentage
XS-VLDL-C,0.75 [0.70-0.81],2.575e-09,***,Cholesterol in Very Small VLDL
