Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-HDL-PL%,1.16 [1.01-1.34],1.000,,Phospholipids to Total-Lipids in Large HDL percentage
M-LDL-PL%,1.11 [0.97-1.26],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
L-LDL-PL%,1.09 [0.96-1.23],1.000,,Phospholipids to Total-Lipids in Large LDL percentage
L-LDL-TG%,1.03 [0.90-1.18],1.000,,Triglycerides to Total-Lipids in Large LDL percentage
IDL-TG%,1.02 [0.89-1.17],1.000,,Triglycerides to Total-Lipids in IDL percentage
M-LDL-FC%,1.00 [0.87-1.15],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
LDL-CE,0.93 [0.82-1.06],1.000,,Cholesteryl Esters in LDL
HDL-CE,0.91 [0.79-1.06],1.000,,Cholesteryl Esters in HDL
Total-CE,0.90 [0.78-1.02],1.000,,Total-Esterified Cholesterol
VLDL-CE,0.89 [0.78-1.02],1.000,,Cholesteryl Esters in VLDL
