Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
Gly,1.13 [1.04-1.22],1.000,,Glycine
M-LDL-PL%,1.10 [1.01-1.20],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
Gln,1.08 [0.99-1.19],1.000,,Glutamine
His,1.03 [0.94-1.13],1.000,,Histidine
Phe,1.02 [0.93-1.11],1.000,,Phenylalanine
HDL-size,0.78 [0.70-0.87],0.983,,Average Diameter for HDL Particles
L-HDL-FC,0.78 [0.70-0.87],0.832,,Free Cholesterol in Large HDL
L-HDL-PL,0.78 [0.70-0.87],0.548,,Phospholipids in Large HDL
L-HDL-P,0.78 [0.70-0.87],0.753,,Concentration of Large HDL Particles
L-HDL-L,0.78 [0.70-0.86],0.634,,Total-Lipids in Large HDL
