Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.08 [0.98-1.19],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
Remnant-C,1.05 [0.95-1.16],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Non-HDL-C,1.04 [0.94-1.15],1.000,,Total-Cholesterol Minus HDL-C
Total-C,1.04 [0.94-1.15],1.000,,Total-Cholesterol
LDL-C,1.03 [0.94-1.14],1.000,,LDL Cholesterol
HDL-C,0.99 [0.89-1.11],1.000,,HDL Cholesterol
HDL-CE,0.99 [0.89-1.10],1.000,,Cholesteryl Esters in HDL
Omega-6/Omega-3,0.93 [0.84-1.02],1.000,,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
PUFA/MUFA,0.90 [0.80-1.00],1.000,,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
M-LDL-FC%,0.88 [0.79-0.98],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
