Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
MUFA%,1.25 [1.14-1.37],0.366,,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
M-LDL-TG%,1.12 [1.03-1.22],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
Ile,1.10 [1.02-1.19],1.000,,Isoleucine
Leu,1.08 [1.00-1.18],1.000,,Leucine
Total-BCAA,1.08 [1.00-1.18],1.000,,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
VLDL-C,0.98 [0.90-1.06],1.000,,VLDL Cholesterol
LDL-CE,0.90 [0.82-0.97],1.000,,Cholesteryl Esters in LDL
HDL-CE,0.87 [0.80-0.96],1.000,,Cholesteryl Esters in HDL
Total-C,0.87 [0.80-0.95],1.000,,Total-Cholesterol
M-LDL-FC%,0.85 [0.78-0.93],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
