Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
Ile,1.13 [0.96-1.34],1.000,,Isoleucine
Total-BCAA,1.12 [0.94-1.33],1.000,,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Leu,1.09 [0.91-1.29],1.000,,Leucine
Tyr,1.06 [0.90-1.26],1.000,,Tyrosine
M-LDL-PL%,1.04 [0.87-1.23],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
LDL-FC,0.93 [0.78-1.10],1.000,,Free Cholesterol in LDL
Albumin,0.87 [0.73-1.03],1.000,,Albumin
M-LDL-FC%,0.85 [0.71-1.02],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Unsaturation,0.79 [0.66-0.96],1.000,,Degree of Unsaturation
HDL-FC,0.76 [0.62-0.93],1.000,,Free Cholesterol in HDL
