Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
MUFA,1.11 [0.94-1.32],1.000,,Monounsaturated Fatty Acids
M-LDL-TG%,1.10 [0.94-1.29],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
SFA,1.06 [0.89-1.25],1.000,,Saturated Fatty Acids
Omega-6,1.02 [0.87-1.21],1.000,,Omega-6 Fatty Acids
LA,1.02 [0.87-1.20],1.000,,Linoleic Acid
Clinical LDL-C,0.93 [0.80-1.09],1.000,,Clinical LDL Cholesterol
ApoB,0.92 [0.78-1.07],1.000,,Apolipoprotein B
Val,0.91 [0.77-1.08],1.000,,Valine
M-LDL-FC%,0.91 [0.77-1.08],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
ApoB/ApoA1,0.86 [0.73-1.01],1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
