Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
Gly,1.24 [1.15-1.33],0.003,**,Glycine
M-LDL-PL%,1.08 [0.99-1.17],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
MUFA%,1.02 [0.94-1.11],1.000,,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
Omega-3%,1.01 [0.93-1.10],1.000,,Omega-3 Fatty Acids to Total-Fatty Acids percentage
DHA,1.01 [0.93-1.09],1.000,,Docosahexaenoic Acid
M-LDL-FC%,0.98 [0.90-1.06],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
ApoB,0.96 [0.89-1.03],1.000,,Apolipoprotein B
ApoB/ApoA1,0.94 [0.87-1.02],1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
Leu,0.81 [0.74-0.88],0.181,,Leucine
Creatinine,0.78 [0.71-0.85],8.918e-04,***,Creatinine
