Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-HDL-L,1.59 [1.32-1.92],0.321,,Total-Lipids in Large HDL
L-HDL-C,1.57 [1.30-1.89],0.649,,Cholesterol in Large HDL
L-HDL-CE,1.56 [1.29-1.89],0.805,,Cholesteryl Esters in Large HDL
L-HDL-PL,1.56 [1.29-1.87],0.569,,Phospholipids in Large HDL
HDL-size,1.54 [1.28-1.85],0.636,,Average Diameter for HDL Particles
M-LDL-TG%,0.99 [0.81-1.20],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
His,0.91 [0.75-1.09],1.000,,Histidine
Tyr,0.89 [0.72-1.10],1.000,,Tyrosine
XL-HDL-FC%,0.55 [0.45-0.69],0.021,*,Free Cholesterol to Total-Lipids in Very Large HDL percentage
Creatinine,0.42 [0.33-0.53],3.099e-08,***,Creatinine
