Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-HDL-FC%,1.10 [0.90-1.35],1.000,,Free Cholesterol to Total-Lipids in Large HDL percentage
L-LDL-TG%,1.09 [0.90-1.32],1.000,,Triglycerides to Total-Lipids in Large LDL percentage
L-LDL-PL%,1.03 [0.86-1.25],1.000,,Phospholipids to Total-Lipids in Large LDL percentage
L-VLDL-C%,1.03 [0.85-1.24],1.000,,Cholesterol to Total-Lipids in Large VLDL percentage
M-LDL-PL%,1.02 [0.85-1.24],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-LDL-FC%,1.00 [0.83-1.21],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
HDL-C,0.99 [0.81-1.20],1.000,,HDL Cholesterol
ApoB,0.86 [0.71-1.04],1.000,,Apolipoprotein B
Clinical LDL-C,0.85 [0.71-1.02],1.000,,Clinical LDL Cholesterol
LDL-C,0.84 [0.70-1.01],1.000,,LDL Cholesterol
