Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
Unsaturation,1.11 [0.99-1.26],1.000,,Degree of Unsaturation
HDL-FC,1.06 [0.94-1.19],1.000,,Free Cholesterol in HDL
M-LDL-FC%,1.02 [0.90-1.15],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Albumin,1.01 [0.90-1.14],1.000,,Albumin
PUFA,1.01 [0.90-1.13],1.000,,Polyunsaturated Fatty Acids
Non-HDL-C,0.98 [0.88-1.11],1.000,,Total-Cholesterol Minus HDL-C
Clinical LDL-C,0.98 [0.87-1.10],1.000,,Clinical LDL Cholesterol
ApoB,0.98 [0.87-1.10],1.000,,Apolipoprotein B
LDL-C,0.97 [0.86-1.09],1.000,,LDL Cholesterol
M-LDL-PL%,0.95 [0.84-1.06],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
