Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
IDL-TG%,1.23 [1.12-1.36],1.000,,Triglycerides to Total-Lipids in IDL percentage
L-HDL-PL%,1.22 [1.10-1.34],1.000,,Phospholipids to Total-Lipids in Large HDL percentage
IDL-PL%,1.13 [1.02-1.24],1.000,,Phospholipids to Total-Lipids in IDL percentage
M-LDL-PL%,1.08 [0.98-1.20],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
L-HDL-TG%,1.08 [0.97-1.19],1.000,,Triglycerides to Total-Lipids in Large HDL percentage
Remnant-C,0.85 [0.77-0.94],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Non-HDL-C,0.84 [0.76-0.93],1.000,,Total-Cholesterol Minus HDL-C
Total-C,0.83 [0.76-0.92],1.000,,Total-Cholesterol
M-LDL-C%,0.80 [0.73-0.87],0.211,,Cholesterol to Total-Lipids in Medium LDL percentage
L-LDL-C%,0.80 [0.72-0.88],0.621,,Cholesterol to Total-Lipids in Large LDL percentage
