Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
IDL-TG%,1.25 [1.06-1.47],1.000,,Triglycerides to Total-Lipids in IDL percentage
L-HDL-TG%,1.18 [1.00-1.40],1.000,,Triglycerides to Total-Lipids in Large HDL percentage
M-LDL-PL%,1.16 [0.98-1.37],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
L-HDL-PL%,1.15 [0.98-1.36],1.000,,Phospholipids to Total-Lipids in Large HDL percentage
L-LDL-CE%,1.03 [0.88-1.22],1.000,,Cholesteryl Esters to Total-Lipids in Large LDL percentage
M-LDL-FC%,0.91 [0.77-1.07],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
LDL-C,0.89 [0.76-1.05],1.000,,LDL Cholesterol
Non-HDL-C,0.87 [0.75-1.02],1.000,,Total-Cholesterol Minus HDL-C
Remnant-C,0.86 [0.73-1.01],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Total-C,0.85 [0.72-0.99],1.000,,Total-Cholesterol
