Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
Leu,1.14 [1.03-1.26],1.000,,Leucine
Total-BCAA,1.12 [1.01-1.24],1.000,,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Ile,1.10 [1.00-1.22],1.000,,Isoleucine
M-VLDL-TG%,1.09 [0.98-1.21],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
His,1.06 [0.95-1.17],1.000,,Histidine
LDL-FC,0.99 [0.89-1.09],1.000,,Free Cholesterol in LDL
M-LDL-FC%,0.98 [0.88-1.09],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Unsaturation,0.95 [0.85-1.05],1.000,,Degree of Unsaturation
Total-FA,0.94 [0.85-1.04],1.000,,Total-Fatty Acids
HDL-FC,0.79 [0.70-0.88],1.000,,Free Cholesterol in HDL
