Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
XL-HDL-FC%,1.78 [1.65-1.93],5.421e-45,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
Creatinine,1.68 [1.58-1.80],8.757e-48,***,Creatinine
M-VLDL-TG%,1.58 [1.46-1.72],1.142e-21,***,Triglycerides to Total-Lipids in Medium VLDL percentage
TG/PG,1.55 [1.43-1.68],7.062e-22,***,Triglycerides to Phosphoglycerides ratio
XL-VLDL-TG%,1.52 [1.37-1.69],3.081e-10,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
XS-VLDL-TG%,1.51 [1.40-1.64],5.556e-19,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
VLDL-size,1.50 [1.38-1.63],2.136e-16,***,Average Diameter for VLDL Particles
L-HDL-TG%,1.50 [1.38-1.62],3.133e-17,***,Triglycerides to Total-Lipids in Large HDL percentage
M-HDL-PL%,1.49 [1.38-1.60],8.145e-19,***,Phospholipids to Total-Lipids in Medium HDL percentage
XL-HDL-TG%,1.43 [1.32-1.55],9.754e-14,***,Triglycerides to Total-Lipids in Very Large HDL percentage
S-HDL-TG%,1.43 [1.31-1.55],1.233e-11,***,Triglycerides to Total-Lipids in Small HDL percentage
S-VLDL-TG%,1.43 [1.31-1.55],4.933e-11,***,Triglycerides to Total-Lipids in Small VLDL percentage
IDL-TG%,1.40 [1.30-1.51],1.889e-12,***,Triglycerides to Total-Lipids in IDL percentage
XS-VLDL-PL%,1.40 [1.29-1.51],1.884e-11,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
L-HDL-PL%,1.40 [1.29-1.51],1.019e-12,***,Phospholipids to Total-Lipids in Large HDL percentage
MUFA%,1.39 [1.28-1.51],2.142e-09,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
M-HDL-TG%,1.37 [1.26-1.49],1.182e-07,***,Triglycerides to Total-Lipids in Medium HDL percentage
XXL-VLDL-TG%,1.34 [1.20-1.49],0.012,*,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XL-HDL-C%,1.33 [1.24-1.44],2.365e-09,***,Cholesterol to Total-Lipids in Very Large HDL percentage
L-LDL-TG%,1.32 [1.22-1.43],3.505e-07,***,Triglycerides to Total-Lipids in Large LDL percentage
Leu,1.30 [1.21-1.40],2.574e-07,***,Leucine
S-LDL-TG%,1.28 [1.19-1.39],5.331e-05,***,Triglycerides to Total-Lipids in Small LDL percentage
Total-BCAA,1.27 [1.18-1.37],1.209e-04,***,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
XL-VLDL-TG,1.25 [1.16-1.35],6.121e-04,***,Triglycerides in Very Large VLDL
M-LDL-TG%,1.25 [1.16-1.35],0.002,**,Triglycerides to Total-Lipids in Medium LDL percentage
Val,1.24 [1.15-1.35],0.006,**,Valine
XXL-VLDL-L,1.24 [1.15-1.34],0.003,**,Total-Lipids in Chylomicrons and Extremely Large VLDL
XXL-VLDL-TG,1.24 [1.15-1.34],0.002,**,Triglycerides in Chylomicrons and Extremely Large VLDL
XXL-VLDL-PL,1.23 [1.14-1.32],0.010,*,Phospholipids in Chylomicrons and Extremely Large VLDL
XL-VLDL-L,1.23 [1.14-1.32],0.041,*,Total-Lipids in Very Large VLDL
L-VLDL-TG,1.22 [1.13-1.32],0.042,*,Triglycerides in Large VLDL
XXL-VLDL-P,1.22 [1.13-1.31],0.034,*,Concentration of Chylomicrons and Extremely Large VLDL Particles
XS-VLDL-FC%,0.82 [0.76-0.88],0.013,*,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
S-LDL-C%,0.81 [0.75-0.87],0.004,**,Cholesterol to Total-Lipids in Small LDL percentage
S-LDL-FC,0.80 [0.74-0.87],0.021,*,Free Cholesterol in Small LDL
Total-FA,0.80 [0.74-0.87],0.009,**,Total-Fatty Acids
M-HDL-CE%,0.80 [0.74-0.86],0.001,**,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
S-VLDL-CE%,0.80 [0.74-0.86],4.494e-04,***,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
LA%,0.80 [0.74-0.86],0.005,**,Linoleic Acid to Total-Fatty Acids percentage
S-HDL-P,0.80 [0.73-0.86],0.006,**,Concentration of Small HDL Particles
ApoB,0.79 [0.73-0.86],0.003,**,Apolipoprotein B
PUFA%,0.79 [0.73-0.86],6.354e-04,***,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
M-LDL-C%,0.79 [0.74-0.85],5.507e-06,***,Cholesterol to Total-Lipids in Medium LDL percentage
M-LDL-FC,0.79 [0.73-0.85],0.001,**,Free Cholesterol in Medium LDL
DHA%,0.79 [0.73-0.86],0.003,**,Docosahexaenoic Acid to Total-Fatty Acids percentage
S-HDL-L,0.79 [0.73-0.85],8.348e-04,***,Total-Lipids in Small HDL
L-LDL-P,0.78 [0.72-0.85],0.002,**,Concentration of Large LDL Particles
S-HDL-PL%,0.78 [0.72-0.85],7.075e-04,***,Phospholipids to Total-Lipids in Small HDL percentage
LDL-CE,0.78 [0.72-0.84],6.518e-05,***,Cholesteryl Esters in LDL
S-HDL-C,0.78 [0.72-0.84],1.285e-04,***,Cholesterol in Small HDL
LDL-PL,0.78 [0.72-0.84],8.070e-05,***,Phospholipids in LDL
LDL-L,0.77 [0.72-0.84],1.758e-05,***,Total-Lipids in LDL
M-LDL-FC%,0.77 [0.72-0.83],1.185e-06,***,Free Cholesterol to Total-Lipids in Medium LDL percentage
IDL-CE%,0.77 [0.72-0.83],1.627e-07,***,Cholesteryl Esters to Total-Lipids in IDL percentage
Omega-3,0.77 [0.70-0.84],3.103e-04,***,Omega-3 Fatty Acids
LDL-C,0.76 [0.71-0.83],1.981e-06,***,LDL Cholesterol
S-HDL-PL,0.76 [0.70-0.83],1.209e-05,***,Phospholipids in Small HDL
IDL-C%,0.76 [0.71-0.81],1.649e-09,***,Cholesterol to Total-Lipids in IDL percentage
M-VLDL-C,0.75 [0.69-0.82],2.106e-06,***,Cholesterol in Medium VLDL
Clinical LDL-C,0.75 [0.70-0.81],2.003e-08,***,Clinical LDL Cholesterol
Non-HDL-C,0.75 [0.70-0.81],2.680e-08,***,Total-Cholesterol Minus HDL-C
LDL-size,0.75 [0.70-0.81],1.103e-08,***,Average Diameter for LDL Particles
S-VLDL-C%,0.74 [0.69-0.80],6.218e-10,***,Cholesterol to Total-Lipids in Small VLDL percentage
XXL-VLDL-C%,0.74 [0.68-0.81],2.280e-05,***,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
PUFA/MUFA,0.74 [0.68-0.81],2.571e-07,***,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
XL-HDL-PL%,0.74 [0.69-0.78],2.093e-17,***,Phospholipids to Total-Lipids in Very Large HDL percentage
L-LDL-C%,0.74 [0.69-0.79],5.467e-11,***,Cholesterol to Total-Lipids in Large LDL percentage
Remnant-C,0.74 [0.68-0.80],2.555e-09,***,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
L-HDL-TG,0.74 [0.67-0.81],4.946e-06,***,Triglycerides in Large HDL
L-LDL-FC%,0.74 [0.69-0.79],5.167e-12,***,Free Cholesterol to Total-Lipids in Large LDL percentage
L-LDL-CE,0.73 [0.68-0.79],2.527e-09,***,Cholesteryl Esters in Large LDL
XS-VLDL-PL,0.73 [0.67-0.80],7.786e-08,***,Phospholipids in Very Small VLDL
M-VLDL-CE%,0.73 [0.69-0.77],1.337e-20,***,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
L-LDL-L,0.73 [0.68-0.79],3.197e-10,***,Total-Lipids in Large LDL
L-HDL-CE%,0.73 [0.68-0.78],5.190e-17,***,Cholesteryl Esters to Total-Lipids in Large HDL percentage
LDL-FC,0.73 [0.67-0.79],7.636e-10,***,Free Cholesterol in LDL
L-LDL-PL,0.72 [0.67-0.78],5.249e-10,***,Phospholipids in Large LDL
L-LDL-C,0.72 [0.67-0.78],7.046e-11,***,Cholesterol in Large LDL
Total-L,0.72 [0.67-0.78],2.967e-12,***,Total-Lipids in Lipoprotein Particles
LA,0.72 [0.66-0.78],1.550e-11,***,Linoleic Acid
L-VLDL-C%,0.72 [0.66-0.78],1.046e-10,***,Cholesterol to Total-Lipids in Large VLDL percentage
M-HDL-C%,0.71 [0.66-0.77],9.764e-14,***,Cholesterol to Total-Lipids in Medium HDL percentage
XS-VLDL-P,0.71 [0.65-0.77],6.827e-10,***,Concentration of Very Small VLDL Particles
S-HDL-FC,0.71 [0.65-0.77],1.755e-11,***,Free Cholesterol in Small HDL
M-VLDL-CE,0.71 [0.65-0.77],3.062e-11,***,Cholesteryl Esters in Medium VLDL
IDL-P,0.71 [0.65-0.77],5.611e-11,***,Concentration of IDL Particles
XS-VLDL-L,0.70 [0.64-0.76],1.314e-11,***,Total-Lipids in Very Small VLDL
L-HDL-C%,0.70 [0.65-0.74],1.693e-23,***,Cholesterol to Total-Lipids in Large HDL percentage
S-VLDL-FC%,0.70 [0.65-0.75],1.308e-16,***,Free Cholesterol to Total-Lipids in Small VLDL percentage
M-VLDL-C%,0.70 [0.65-0.74],1.340e-21,***,Cholesterol to Total-Lipids in Medium VLDL percentage
Unsaturation,0.70 [0.64-0.75],1.236e-13,***,Degree of Unsaturation
L-HDL-FC%,0.69 [0.65-0.73],4.026e-28,***,Free Cholesterol to Total-Lipids in Large HDL percentage
M-VLDL-PL%,0.69 [0.65-0.74],2.504e-20,***,Phospholipids to Total-Lipids in Medium VLDL percentage
L-LDL-FC,0.69 [0.64-0.75],5.841e-14,***,Free Cholesterol in Large LDL
XL-VLDL-CE%,0.69 [0.63-0.75],2.744e-12,***,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
S-VLDL-PL%,0.69 [0.64-0.75],1.389e-15,***,Phospholipids to Total-Lipids in Small VLDL percentage
XS-VLDL-FC,0.69 [0.63-0.75],1.910e-12,***,Free Cholesterol in Very Small VLDL
Omega-6,0.69 [0.63-0.74],7.384e-16,***,Omega-6 Fatty Acids
M-VLDL-FC%,0.68 [0.64-0.73],2.236e-21,***,Free Cholesterol to Total-Lipids in Medium VLDL percentage
XL-VLDL-FC%,0.68 [0.63-0.75],3.587e-12,***,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
DHA,0.68 [0.62-0.75],1.732e-11,***,Docosahexaenoic Acid
XS-VLDL-C%,0.68 [0.64-0.73],2.601e-22,***,Cholesterol to Total-Lipids in Very Small VLDL percentage
PUFA,0.68 [0.63-0.74],9.177e-17,***,Polyunsaturated Fatty Acids
S-HDL-FC%,0.68 [0.62-0.74],1.453e-13,***,Free Cholesterol to Total-Lipids in Small HDL percentage
XS-VLDL-CE%,0.67 [0.63-0.72],2.349e-24,***,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
XXL-VLDL-FC%,0.67 [0.61-0.74],4.396e-10,***,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XL-VLDL-C%,0.67 [0.62-0.74],3.172e-13,***,Cholesterol to Total-Lipids in Very Large VLDL percentage
Total-FC,0.67 [0.62-0.73],3.703e-18,***,Total-Free Cholesterol
L-VLDL-CE%,0.67 [0.61-0.72],2.530e-18,***,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
Total-C,0.66 [0.61-0.71],5.065e-23,***,Total-Cholesterol
Total-CE,0.65 [0.60-0.70],1.496e-24,***,Total-Esterified Cholesterol
IDL-L,0.64 [0.60-0.70],2.437e-23,***,Total-Lipids in IDL
IDL-C,0.64 [0.59-0.69],7.004e-24,***,Cholesterol in IDL
IDL-CE,0.64 [0.59-0.69],1.548e-23,***,Cholesteryl Esters in IDL
XS-VLDL-C,0.63 [0.58-0.69],4.236e-21,***,Cholesterol in Very Small VLDL
IDL-FC,0.63 [0.58-0.69],1.260e-22,***,Free Cholesterol in IDL
Gly,0.63 [0.58-0.69],6.187e-18,***,Glycine
IDL-PL,0.63 [0.58-0.68],4.259e-23,***,Phospholipids in IDL
Total-PL,0.63 [0.58-0.68],6.345e-28,***,Total-Phospholipids in Lipoprotein Particles
Phosphoglyc,0.62 [0.57-0.66],1.051e-29,***,Phosphoglycerides
XS-VLDL-CE,0.61 [0.57-0.67],3.129e-24,***,Cholesteryl Esters in Very Small VLDL
M-HDL-PL,0.60 [0.56-0.66],7.211e-26,***,Phospholipids in Medium HDL
Cholines,0.60 [0.56-0.65],1.607e-33,***,Total-Cholines
PC,0.59 [0.55-0.64],8.177e-34,***,Phosphatidylcholines
XL-HDL-FC,0.59 [0.54-0.66],1.747e-20,***,Free Cholesterol in Very Large HDL
M-HDL-L,0.59 [0.55-0.64],1.867e-29,***,Total-Lipids in Medium HDL
HDL-P,0.59 [0.54-0.64],2.309e-28,***,Concentration of HDL Particles
SM,0.59 [0.54-0.64],1.047e-32,***,Sphingomyelins
Total-P,0.59 [0.54-0.64],7.099e-30,***,Total-Concentration of Lipoprotein Particles
M-HDL-FC%,0.57 [0.54-0.61],1.591e-53,***,Free Cholesterol to Total-Lipids in Medium HDL percentage
M-HDL-CE,0.57 [0.52-0.62],4.767e-31,***,Cholesteryl Esters in Medium HDL
M-HDL-C,0.57 [0.52-0.62],1.053e-32,***,Cholesterol in Medium HDL
M-HDL-P,0.56 [0.51-0.61],6.764e-31,***,Concentration of Medium HDL Particles
ApoA1,0.56 [0.51-0.61],1.285e-35,***,Apolipoprotein A1
HDL-PL,0.54 [0.50-0.59],3.816e-38,***,Phospholipids in HDL
M-HDL-FC,0.53 [0.49-0.59],5.965e-36,***,Free Cholesterol in Medium HDL
HDL-L,0.53 [0.49-0.58],3.999e-42,***,Total-Lipids in HDL
HDL-CE,0.51 [0.46-0.55],9.999e-43,***,Cholesteryl Esters in HDL
HDL-C,0.50 [0.45-0.55],6.732e-45,***,HDL Cholesterol
HDL-size,0.48 [0.43-0.53],1.619e-37,***,Average Diameter for HDL Particles
XL-HDL-PL,0.48 [0.43-0.53],3.277e-32,***,Phospholipids in Very Large HDL
XL-HDL-L,0.48 [0.43-0.53],4.953e-34,***,Total-Lipids in Very Large HDL
HDL-FC,0.47 [0.43-0.52],8.327e-46,***,Free Cholesterol in HDL
XL-HDL-C,0.47 [0.42-0.53],4.313e-34,***,Cholesterol in Very Large HDL
XL-HDL-P,0.47 [0.42-0.52],2.269e-33,***,Concentration of Very Large HDL Particles
L-HDL-PL,0.46 [0.41-0.51],7.466e-42,***,Phospholipids in Large HDL
L-HDL-L,0.45 [0.41-0.50],1.882e-44,***,Total-Lipids in Large HDL
XL-HDL-CE,0.45 [0.40-0.50],1.139e-36,***,Cholesteryl Esters in Very Large HDL
L-HDL-CE,0.43 [0.39-0.49],3.945e-41,***,Cholesteryl Esters in Large HDL
L-HDL-C,0.43 [0.39-0.49],1.702e-42,***,Cholesterol in Large HDL
