Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
Omega-3%,1.08 [0.97-1.21],1.000,,Omega-3 Fatty Acids to Total-Fatty Acids percentage
DHA%,1.07 [0.96-1.20],1.000,,Docosahexaenoic Acid to Total-Fatty Acids percentage
M-LDL-TG%,1.07 [0.96-1.19],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
MUFA%,1.05 [0.93-1.17],1.000,,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
PUFA%,1.02 [0.91-1.13],1.000,,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
M-LDL-FC%,0.98 [0.88-1.09],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
LDL-C,0.97 [0.88-1.08],1.000,,LDL Cholesterol
Non-HDL-C,0.96 [0.87-1.07],1.000,,Total-Cholesterol Minus HDL-C
Total-C,0.96 [0.86-1.07],1.000,,Total-Cholesterol
Remnant-C,0.95 [0.86-1.06],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
