Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
HDL-CE,1.28 [1.10-1.50],1.000,,Cholesteryl Esters in HDL
Total-CE,1.20 [1.03-1.40],1.000,,Total-Esterified Cholesterol
VLDL-CE,1.09 [0.94-1.27],1.000,,Cholesteryl Esters in VLDL
LDL-CE,1.08 [0.93-1.26],1.000,,Cholesteryl Esters in LDL
M-LDL-FC%,1.03 [0.88-1.20],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-LDL-PL%,0.98 [0.84-1.14],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
Tyr,0.93 [0.79-1.09],1.000,,Tyrosine
Phe,0.85 [0.73-1.00],1.000,,Phenylalanine
Ile,0.85 [0.72-1.00],1.000,,Isoleucine
Creatinine,0.57 [0.48-0.68],6.206e-05,***,Creatinine
