Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-LDL-PL%,1.13 [0.94-1.37],1.000,,Phospholipids to Total-Lipids in Large LDL percentage
L-LDL-TG%,1.11 [0.92-1.34],1.000,,Triglycerides to Total-Lipids in Large LDL percentage
L-VLDL-C%,1.08 [0.90-1.30],1.000,,Cholesterol to Total-Lipids in Large VLDL percentage
L-VLDL-CE%,1.08 [0.89-1.30],1.000,,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
M-LDL-TG%,1.07 [0.89-1.29],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
HDL-C,0.97 [0.80-1.18],1.000,,HDL Cholesterol
M-LDL-FC%,0.92 [0.76-1.10],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Remnant-C,0.91 [0.76-1.09],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Non-HDL-C,0.90 [0.75-1.07],1.000,,Total-Cholesterol Minus HDL-C
LDL-C,0.88 [0.73-1.05],1.000,,LDL Cholesterol
