Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
Total-BCAA,1.25 [1.05-1.48],1.000,,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Ile,1.25 [1.06-1.46],1.000,,Isoleucine
Leu,1.18 [0.99-1.39],1.000,,Leucine
Tyr,1.10 [0.92-1.31],1.000,,Tyrosine
M-LDL-TG%,1.09 [0.91-1.31],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
Albumin,0.95 [0.79-1.13],1.000,,Albumin
Omega-3,0.93 [0.77-1.12],1.000,,Omega-3 Fatty Acids
Unsaturation,0.90 [0.75-1.08],1.000,,Degree of Unsaturation
DHA,0.89 [0.73-1.08],1.000,,Docosahexaenoic Acid
M-LDL-FC%,0.88 [0.74-1.05],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
