Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-LDL-TG%,1.19 [1.10-1.28],0.701,,Triglycerides to Total-Lipids in Large LDL percentage
L-VLDL-PL%,1.06 [0.97-1.15],1.000,,Phospholipids to Total-Lipids in Large VLDL percentage
L-VLDL-TG%,1.03 [0.96-1.11],1.000,,Triglycerides to Total-Lipids in Large VLDL percentage
M-LDL-PL%,1.01 [0.93-1.09],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
L-VLDL-FC%,1.00 [0.93-1.08],1.000,,Free Cholesterol to Total-Lipids in Large VLDL percentage
Total-CE,0.83 [0.77-0.90],0.153,,Total-Esterified Cholesterol
IDL-C,0.83 [0.77-0.89],0.144,,Cholesterol in IDL
IDL-CE,0.83 [0.77-0.89],0.144,,Cholesteryl Esters in IDL
L-LDL-FC,0.82 [0.76-0.89],0.073,,Free Cholesterol in Large LDL
L-LDL-C%,0.82 [0.76-0.87],0.002,**,Cholesterol to Total-Lipids in Large LDL percentage
