Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.20 [1.00-1.42],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
L-LDL-TG%,1.19 [1.00-1.42],1.000,,Triglycerides to Total-Lipids in Large LDL percentage
M-HDL-TG%,1.08 [0.89-1.30],1.000,,Triglycerides to Total-Lipids in Medium HDL percentage
M-HDL-PL%,1.03 [0.86-1.24],1.000,,Phospholipids to Total-Lipids in Medium HDL percentage
L-VLDL-TG%,1.03 [0.86-1.24],1.000,,Triglycerides to Total-Lipids in Large VLDL percentage
M-LDL-FC%,0.96 [0.80-1.15],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
ApoA1,0.90 [0.74-1.08],1.000,,Apolipoprotein A1
ApoB/ApoA1,0.89 [0.74-1.07],1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
Val,0.83 [0.68-1.01],1.000,,Valine
ApoB,0.82 [0.69-0.98],1.000,,Apolipoprotein B
