Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
DHA,1.23 [1.11-1.36],1.000,,Docosahexaenoic Acid
Omega-3%,1.22 [1.09-1.36],1.000,,Omega-3 Fatty Acids to Total-Fatty Acids percentage
SFA%,1.03 [0.92-1.14],1.000,,Saturated Fatty Acids to Total-Fatty Acids percentage
M-VLDL-TG%,1.02 [0.91-1.13],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
PUFA%,1.00 [0.90-1.12],1.000,,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
M-LDL-FC%,1.00 [0.90-1.11],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
L-VLDL-CE%,0.99 [0.89-1.10],1.000,,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
L-VLDL-FC%,0.96 [0.86-1.07],1.000,,Free Cholesterol to Total-Lipids in Large VLDL percentage
M-HDL-PL%,0.95 [0.85-1.06],1.000,,Phospholipids to Total-Lipids in Medium HDL percentage
Creatinine,0.75 [0.67-0.84],0.072,,Creatinine
