Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-HDL-L,1.55 [1.33-1.82],0.011,*,Total-Lipids in Large HDL
L-HDL-PL,1.54 [1.32-1.79],0.011,*,Phospholipids in Large HDL
HDL-size,1.53 [1.31-1.79],0.017,*,Average Diameter for HDL Particles
L-HDL-C,1.51 [1.29-1.76],0.055,,Cholesterol in Large HDL
L-HDL-FC,1.48 [1.28-1.72],0.047,*,Free Cholesterol in Large HDL
M-LDL-PL%,0.99 [0.84-1.16],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
Ile,0.78 [0.65-0.94],1.000,,Isoleucine
Leu,0.76 [0.63-0.92],1.000,,Leucine
XL-HDL-FC%,0.60 [0.49-0.72],0.018,*,Free Cholesterol to Total-Lipids in Very Large HDL percentage
Creatinine,0.53 [0.44-0.64],1.960e-05,***,Creatinine
