Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-LDL-TG%,1.17 [1.15-1.20],3.303e-51,***,Triglycerides to Total-Lipids in Large LDL percentage
IDL-TG%,1.17 [1.15-1.20],1.880e-50,***,Triglycerides to Total-Lipids in IDL percentage
M-LDL-TG%,1.17 [1.15-1.19],6.965e-51,***,Triglycerides to Total-Lipids in Medium LDL percentage
XS-VLDL-TG%,1.14 [1.12-1.16],8.831e-31,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
S-LDL-TG%,1.13 [1.11-1.16],8.316e-30,***,Triglycerides to Total-Lipids in Small LDL percentage
S-VLDL-TG%,1.13 [1.11-1.16],3.969e-27,***,Triglycerides to Total-Lipids in Small VLDL percentage
XS-VLDL-PL%,1.13 [1.11-1.16],1.098e-27,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
IDL-PL%,1.13 [1.10-1.15],3.156e-26,***,Phospholipids to Total-Lipids in IDL percentage
M-VLDL-TG%,1.11 [1.09-1.14],5.281e-19,***,Triglycerides to Total-Lipids in Medium VLDL percentage
S-HDL-PL%,1.10 [1.08-1.12],8.376e-15,***,Phospholipids to Total-Lipids in Small HDL percentage
M-HDL-PL%,1.09 [1.07-1.12],1.482e-12,***,Phospholipids to Total-Lipids in Medium HDL percentage
MUFA%,1.09 [1.07-1.12],4.492e-11,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
L-HDL-PL%,1.09 [1.07-1.11],4.459e-11,***,Phospholipids to Total-Lipids in Large HDL percentage
XL-VLDL-TG%,1.08 [1.05-1.10],7.109e-06,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
GlycA,1.08 [1.05-1.10],2.143e-06,***,Glycoprotein Acetyls
S-HDL-TG%,1.07 [1.05-1.10],4.244e-06,***,Triglycerides to Total-Lipids in Small HDL percentage
XXL-VLDL-PL%,1.07 [1.05-1.09],4.175e-04,***,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
M-HDL-TG%,1.06 [1.04-1.09],0.002,**,Triglycerides to Total-Lipids in Medium HDL percentage
L-HDL-FC%,0.95 [0.93-0.97],0.012,*,Free Cholesterol to Total-Lipids in Large HDL percentage
L-VLDL-C%,0.95 [0.93-0.97],0.027,*,Cholesterol to Total-Lipids in Large VLDL percentage
M-VLDL-L,0.94 [0.92-0.96],0.004,**,Total-Lipids in Medium VLDL
XXL-VLDL-CE%,0.94 [0.92-0.96],0.009,**,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-VLDL-CE%,0.94 [0.92-0.96],0.002,**,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
Unsaturation,0.94 [0.92-0.96],0.001,**,Degree of Unsaturation
S-VLDL-CE,0.94 [0.92-0.96],6.508e-04,***,Cholesteryl Esters in Small VLDL
S-VLDL-PL,0.94 [0.92-0.96],5.108e-04,***,Phospholipids in Small VLDL
Total-P,0.94 [0.92-0.96],5.760e-04,***,Total-Concentration of Lipoprotein Particles
PUFA,0.94 [0.92-0.96],3.545e-05,***,Polyunsaturated Fatty Acids
Total-PL,0.94 [0.92-0.96],1.701e-05,***,Total-Phospholipids in Lipoprotein Particles
M-HDL-FC%,0.94 [0.92-0.96],4.263e-05,***,Free Cholesterol to Total-Lipids in Medium HDL percentage
VLDL-C,0.94 [0.92-0.95],1.823e-05,***,VLDL Cholesterol
