Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-HDL-PL%,1.22 [1.06-1.41],1.000,,Phospholipids to Total-Lipids in Large HDL percentage
IDL-TG%,1.18 [1.02-1.36],1.000,,Triglycerides to Total-Lipids in IDL percentage
TG/PG,1.17 [1.01-1.36],1.000,,Triglycerides to Phosphoglycerides ratio
L-HDL-TG%,1.15 [0.99-1.34],1.000,,Triglycerides to Total-Lipids in Large HDL percentage
M-LDL-PL%,1.06 [0.91-1.23],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-LDL-FC%,0.90 [0.78-1.04],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
VLDL-C,0.83 [0.72-0.97],1.000,,VLDL Cholesterol
HDL-CE,0.83 [0.71-0.97],1.000,,Cholesteryl Esters in HDL
LDL-CE,0.80 [0.69-0.92],1.000,,Cholesteryl Esters in LDL
Total-CE,0.78 [0.68-0.90],1.000,,Total-Esterified Cholesterol
