Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-FC%,1.12 [0.96-1.31],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
DHA,1.08 [0.94-1.24],1.000,,Docosahexaenoic Acid
SFA%,1.08 [0.93-1.24],1.000,,Saturated Fatty Acids to Total-Fatty Acids percentage
PUFA%,1.05 [0.90-1.22],1.000,,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
Omega-6%,1.03 [0.88-1.19],1.000,,Omega-6 Fatty Acids to Total-Fatty Acids percentage
M-LDL-PL%,0.96 [0.83-1.10],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
Val,0.90 [0.77-1.04],1.000,,Valine
Total-BCAA,0.88 [0.76-1.02],1.000,,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Leu,0.87 [0.75-1.01],1.000,,Leucine
ApoB/ApoA1,0.82 [0.70-0.94],1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
