Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-VLDL-CE%,1.13 [0.96-1.33],1.000,,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
L-VLDL-C%,1.11 [0.95-1.31],1.000,,Cholesterol to Total-Lipids in Large VLDL percentage
M-LDL-FC%,1.10 [0.93-1.29],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
L-LDL-TG%,1.02 [0.87-1.20],1.000,,Triglycerides to Total-Lipids in Large LDL percentage
L-LDL-FC%,1.02 [0.86-1.19],1.000,,Free Cholesterol to Total-Lipids in Large LDL percentage
HDL-C,0.98 [0.83-1.15],1.000,,HDL Cholesterol
M-VLDL-TG%,0.96 [0.82-1.13],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
LDL-C,0.92 [0.78-1.07],1.000,,LDL Cholesterol
Non-HDL-C,0.91 [0.78-1.07],1.000,,Total-Cholesterol Minus HDL-C
Remnant-C,0.91 [0.78-1.07],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
