Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-HDL-L,1.76 [1.46-2.13],5.219e-04,***,Total-Lipids in Large HDL
L-HDL-CE,1.76 [1.46-2.11],4.125e-04,***,Cholesteryl Esters in Large HDL
L-HDL-C,1.75 [1.46-2.11],4.952e-04,***,Cholesterol in Large HDL
L-HDL-PL,1.72 [1.43-2.06],9.519e-04,***,Phospholipids in Large HDL
HDL-size,1.71 [1.44-2.05],4.922e-04,***,Average Diameter for HDL Particles
HDL-CE,1.70 [1.40-2.07],0.021,*,Cholesteryl Esters in HDL
HDL-C,1.69 [1.39-2.05],0.030,*,HDL Cholesterol
L-HDL-P,1.68 [1.41-2.00],0.001,**,Concentration of Large HDL Particles
L-HDL-FC,1.67 [1.40-1.99],0.003,**,Free Cholesterol in Large HDL
VLDL-size,0.60 [0.49-0.72],0.032,*,Average Diameter for VLDL Particles
Val,0.56 [0.45-0.70],0.046,*,Valine
Total-BCAA,0.55 [0.44-0.69],0.023,*,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
TG/PG,0.54 [0.43-0.67],0.012,*,Triglycerides to Phosphoglycerides ratio
XL-HDL-FC%,0.52 [0.42-0.65],0.001,**,Free Cholesterol to Total-Lipids in Very Large HDL percentage
Creatinine,0.42 [0.34-0.53],4.664e-08,***,Creatinine
