Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
VLDL-C,1.09 [0.90-1.31],1.000,,VLDL Cholesterol
Remnant-C,1.06 [0.88-1.27],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Non-HDL-C,1.06 [0.88-1.27],1.000,,Total-Cholesterol Minus HDL-C
LDL-C,1.05 [0.87-1.26],1.000,,LDL Cholesterol
M-LDL-FC%,1.00 [0.83-1.21],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Omega-6,0.96 [0.79-1.15],1.000,,Omega-6 Fatty Acids
LA,0.94 [0.78-1.13],1.000,,Linoleic Acid
M-VLDL-TG%,0.94 [0.78-1.14],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
PUFA,0.92 [0.77-1.11],1.000,,Polyunsaturated Fatty Acids
Omega-3,0.83 [0.68-1.01],1.000,,Omega-3 Fatty Acids
