Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
MUFA%,1.13 [1.02-1.27],1.000,,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
SFA%,1.11 [1.00-1.23],1.000,,Saturated Fatty Acids to Total-Fatty Acids percentage
M-LDL-TG%,1.09 [0.99-1.21],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
Omega-6/Omega-3,1.02 [0.92-1.14],1.000,,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
HDL-CE,1.02 [0.91-1.13],1.000,,Cholesteryl Esters in HDL
Remnant-C,0.95 [0.86-1.05],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Non-HDL-C,0.94 [0.85-1.04],1.000,,Total-Cholesterol Minus HDL-C
LDL-C,0.94 [0.85-1.04],1.000,,LDL Cholesterol
M-LDL-FC%,0.93 [0.84-1.03],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Clinical LDL-C,0.93 [0.84-1.03],1.000,,Clinical LDL Cholesterol
