Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
GlycA,1.42 [1.24-1.63],0.109,,Glycoprotein Acetyls
PUFA,1.40 [1.22-1.60],0.458,,Polyunsaturated Fatty Acids
Cholines,1.40 [1.21-1.61],0.689,,Total-Cholines
PC,1.39 [1.21-1.60],0.691,,Phosphatidylcholines
Gly,1.37 [1.21-1.55],0.102,,Glycine
L-HDL-PL%,0.96 [0.83-1.11],1.000,,Phospholipids to Total-Lipids in Large HDL percentage
IDL-TG%,0.95 [0.83-1.10],1.000,,Triglycerides to Total-Lipids in IDL percentage
M-LDL-PL%,0.90 [0.79-1.03],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
L-HDL-TG%,0.89 [0.78-1.02],1.000,,Triglycerides to Total-Lipids in Large HDL percentage
Creatinine,0.60 [0.51-0.70],1.847e-05,***,Creatinine
