Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
SFA%,1.06 [0.96-1.17],1.000,,Saturated Fatty Acids to Total-Fatty Acids percentage
M-LDL-TG%,1.04 [0.94-1.14],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
Omega-3%,1.03 [0.94-1.14],1.000,,Omega-3 Fatty Acids to Total-Fatty Acids percentage
DHA,1.03 [0.93-1.13],1.000,,Docosahexaenoic Acid
MUFA,1.01 [0.92-1.12],1.000,,Monounsaturated Fatty Acids
PUFA/MUFA,0.97 [0.88-1.08],1.000,,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
M-LDL-FC%,0.97 [0.88-1.06],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Omega-6/Omega-3,0.96 [0.87-1.05],1.000,,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
Omega-6%,0.95 [0.86-1.04],1.000,,Omega-6 Fatty Acids to Total-Fatty Acids percentage
LA%,0.92 [0.83-1.01],1.000,,Linoleic Acid to Total-Fatty Acids percentage
