Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
GlycA,1.22 [1.00-1.49],1.000,,Glycoprotein Acetyls
Acetoacetate,1.13 [0.94-1.34],1.000,,Acetoacetate
M-LDL-PL%,1.09 [0.90-1.33],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
3-Hydroxybutyrate,1.05 [0.87-1.26],1.000,,3-Hydroxybutyrate
Acetone,1.01 [0.84-1.22],1.000,,Acetone
His,1.00 [0.82-1.21],1.000,,Histidine
Ala,0.98 [0.81-1.20],1.000,,Alanine
M-LDL-FC%,0.95 [0.77-1.16],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Phe,0.88 [0.71-1.08],1.000,,Phenylalanine
Gln,0.87 [0.71-1.05],1.000,,Glutamine
