Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
ApoB/ApoA1,1.15 [0.97-1.36],1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
ApoB,1.04 [0.87-1.24],1.000,,Apolipoprotein B
M-LDL-FC%,1.03 [0.86-1.24],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Clinical LDL-C,1.01 [0.85-1.21],1.000,,Clinical LDL Cholesterol
LDL-C,1.01 [0.84-1.20],1.000,,LDL Cholesterol
M-LDL-TG%,0.94 [0.78-1.13],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
Total-FA,0.93 [0.78-1.11],1.000,,Total-Fatty Acids
SFA,0.93 [0.78-1.11],1.000,,Saturated Fatty Acids
Omega-6,0.92 [0.77-1.10],1.000,,Omega-6 Fatty Acids
PUFA,0.92 [0.77-1.09],1.000,,Polyunsaturated Fatty Acids
