Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
ApoB/ApoA1,1.08 [0.96-1.23],1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
M-LDL-PL%,1.07 [0.94-1.22],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
Phe,1.04 [0.92-1.18],1.000,,Phenylalanine
ApoB,1.02 [0.90-1.16],1.000,,Apolipoprotein B
Remnant-C,1.02 [0.89-1.15],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
LA,0.96 [0.84-1.09],1.000,,Linoleic Acid
Omega-6,0.95 [0.84-1.08],1.000,,Omega-6 Fatty Acids
Omega-3,0.94 [0.82-1.07],1.000,,Omega-3 Fatty Acids
M-LDL-FC%,0.92 [0.81-1.04],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
DHA,0.92 [0.80-1.05],1.000,,Docosahexaenoic Acid
