Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-HDL-FC%,1.57 [1.47-1.68],2.455e-32,***,Free Cholesterol to Total-Lipids in Medium HDL percentage
L-HDL-L,1.50 [1.42-1.60],4.210e-36,***,Total-Lipids in Large HDL
HDL-FC,1.50 [1.42-1.59],6.257e-38,***,Free Cholesterol in HDL
HDL-L,1.50 [1.41-1.59],3.471e-34,***,Total-Lipids in HDL
L-HDL-PL,1.50 [1.41-1.59],2.530e-37,***,Phospholipids in Large HDL
HDL-PL,1.49 [1.40-1.58],3.556e-34,***,Phospholipids in HDL
HDL-C,1.48 [1.40-1.58],5.444e-32,***,HDL Cholesterol
XL-HDL-PL%,1.46 [1.36-1.58],1.113e-16,***,Phospholipids to Total-Lipids in Very Large HDL percentage
L-HDL-FC,1.46 [1.38-1.55],7.797e-35,***,Free Cholesterol in Large HDL
L-HDL-C,1.46 [1.38-1.55],1.072e-31,***,Cholesterol in Large HDL
HDL-CE,1.46 [1.38-1.55],1.493e-29,***,Cholesteryl Esters in HDL
HDL-size,1.46 [1.37-1.54],3.688e-31,***,Average Diameter for HDL Particles
L-HDL-P,1.46 [1.38-1.54],4.152e-34,***,Concentration of Large HDL Particles
M-HDL-FC,1.45 [1.37-1.54],1.454e-32,***,Free Cholesterol in Medium HDL
L-HDL-CE,1.45 [1.37-1.54],3.298e-30,***,Cholesteryl Esters in Large HDL
ApoA1,1.45 [1.36-1.53],6.013e-29,***,Apolipoprotein A1
M-HDL-C,1.42 [1.34-1.51],1.451e-26,***,Cholesterol in Medium HDL
M-HDL-L,1.42 [1.34-1.51],1.079e-26,***,Total-Lipids in Medium HDL
PC,1.42 [1.34-1.51],5.307e-24,***,Phosphatidylcholines
M-HDL-P,1.42 [1.34-1.50],3.163e-28,***,Concentration of Medium HDL Particles
M-HDL-CE,1.41 [1.33-1.49],6.423e-25,***,Cholesteryl Esters in Medium HDL
M-HDL-PL,1.41 [1.33-1.49],3.295e-26,***,Phospholipids in Medium HDL
Cholines,1.40 [1.32-1.49],3.217e-21,***,Total-Cholines
XL-HDL-L,1.40 [1.32-1.48],3.509e-25,***,Total-Lipids in Very Large HDL
XL-HDL-PL,1.40 [1.32-1.48],8.362e-26,***,Phospholipids in Very Large HDL
XL-HDL-CE,1.39 [1.32-1.48],2.257e-24,***,Cholesteryl Esters in Very Large HDL
Phosphoglyc,1.39 [1.31-1.48],1.245e-20,***,Phosphoglycerides
SM,1.38 [1.30-1.47],1.017e-19,***,Sphingomyelins
XL-HDL-P,1.38 [1.31-1.46],2.330e-24,***,Concentration of Very Large HDL Particles
XL-HDL-C,1.38 [1.30-1.46],3.900e-22,***,Cholesterol in Very Large HDL
L-HDL-FC%,1.37 [1.28-1.48],4.704e-12,***,Free Cholesterol to Total-Lipids in Large HDL percentage
HDL-P,1.36 [1.29-1.44],2.190e-20,***,Concentration of HDL Particles
Total-P,1.36 [1.28-1.44],4.150e-19,***,Total-Concentration of Lipoprotein Particles
Total-PL,1.34 [1.26-1.43],3.527e-15,***,Total-Phospholipids in Lipoprotein Particles
S-HDL-PL%,1.31 [1.23-1.39],6.747e-14,***,Phospholipids to Total-Lipids in Small HDL percentage
DHA,1.29 [1.22-1.37],5.117e-12,***,Docosahexaenoic Acid
XL-HDL-FC,1.29 [1.21-1.37],8.059e-12,***,Free Cholesterol in Very Large HDL
L-HDL-TG,1.29 [1.22-1.36],2.366e-14,***,Triglycerides in Large HDL
Gly,1.29 [1.22-1.36],7.176e-14,***,Glycine
S-HDL-FC%,1.27 [1.20-1.35],9.801e-10,***,Free Cholesterol to Total-Lipids in Small HDL percentage
S-HDL-FC,1.25 [1.18-1.33],6.963e-09,***,Free Cholesterol in Small HDL
