Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-HDL-PL%,1.12 [1.04-1.21],1.000,,Phospholipids to Total-Lipids in Medium HDL percentage
M-HDL-TG%,1.07 [0.99-1.16],1.000,,Triglycerides to Total-Lipids in Medium HDL percentage
M-LDL-PL%,1.04 [0.97-1.13],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
Ala,1.03 [0.96-1.11],1.000,,Alanine
L-VLDL-TG%,1.01 [0.94-1.09],1.000,,Triglycerides to Total-Lipids in Large VLDL percentage
M-LDL-FC%,0.96 [0.89-1.03],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
VLDL-C,0.91 [0.84-0.98],1.000,,VLDL Cholesterol
HDL-CE,0.86 [0.79-0.93],1.000,,Cholesteryl Esters in HDL
Total-C,0.85 [0.79-0.91],1.000,,Total-Cholesterol
Total-CE,0.85 [0.79-0.91],0.883,,Total-Esterified Cholesterol
