Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.18 [1.07-1.29],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
Leu,1.12 [1.02-1.23],1.000,,Leucine
Ile,1.11 [1.01-1.21],1.000,,Isoleucine
Total-BCAA,1.10 [1.00-1.21],1.000,,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Val,1.07 [0.97-1.18],1.000,,Valine
VLDL-CE,1.00 [0.91-1.10],1.000,,Cholesteryl Esters in VLDL
LDL-CE,0.95 [0.87-1.05],1.000,,Cholesteryl Esters in LDL
Total-CE,0.92 [0.83-1.01],1.000,,Total-Esterified Cholesterol
HDL-CE,0.89 [0.81-0.99],1.000,,Cholesteryl Esters in HDL
M-LDL-FC%,0.83 [0.76-0.91],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
