Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
Remnant-C,1.11 [1.01-1.22],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Non-HDL-C,1.10 [1.00-1.21],1.000,,Total-Cholesterol Minus HDL-C
Total-C,1.10 [1.00-1.20],1.000,,Total-Cholesterol
LDL-C,1.09 [1.00-1.20],1.000,,LDL Cholesterol
M-LDL-TG%,1.03 [0.94-1.14],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
L-VLDL-TG%,1.00 [0.91-1.09],1.000,,Triglycerides to Total-Lipids in Large VLDL percentage
L-VLDL-FC%,0.97 [0.89-1.07],1.000,,Free Cholesterol to Total-Lipids in Large VLDL percentage
L-VLDL-CE%,0.97 [0.88-1.06],1.000,,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
M-HDL-C%,0.92 [0.84-1.01],1.000,,Cholesterol to Total-Lipids in Medium HDL percentage
M-LDL-FC%,0.91 [0.83-1.00],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
