Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.45 [1.21-1.75],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
MUFA%,1.42 [1.15-1.74],1.000,,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
VLDL-C,1.05 [0.87-1.28],1.000,,VLDL Cholesterol
VLDL-CE,1.03 [0.85-1.25],1.000,,Cholesteryl Esters in VLDL
ApoB/ApoA1,1.02 [0.84-1.24],1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
Remnant-C,0.91 [0.76-1.11],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Total-C,0.84 [0.70-1.01],1.000,,Total-Cholesterol
M-LDL-FC%,0.72 [0.60-0.86],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
IDL-C%,0.67 [0.57-0.79],0.332,,Cholesterol to Total-Lipids in IDL percentage
IDL-CE%,0.66 [0.56-0.78],0.232,,Cholesteryl Esters to Total-Lipids in IDL percentage
