Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-LDL-TG%,1.18 [1.11-1.26],0.227,,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-TG%,1.18 [1.10-1.26],0.379,,Triglycerides to Total-Lipids in Medium LDL percentage
M-HDL-PL%,1.12 [1.04-1.20],1.000,,Phospholipids to Total-Lipids in Medium HDL percentage
L-VLDL-PL%,1.10 [1.02-1.19],1.000,,Phospholipids to Total-Lipids in Large VLDL percentage
M-LDL-PL%,1.01 [0.94-1.08],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
HDL-CE,0.93 [0.86-1.00],1.000,,Cholesteryl Esters in HDL
M-LDL-FC%,0.90 [0.85-0.97],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
LDL-CE,0.89 [0.84-0.96],1.000,,Cholesteryl Esters in LDL
M-LDL-C%,0.86 [0.81-0.92],0.711,,Cholesterol to Total-Lipids in Medium LDL percentage
L-LDL-C%,0.86 [0.80-0.91],0.752,,Cholesterol to Total-Lipids in Large LDL percentage
