Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
S-HDL-PL%,1.25 [1.15-1.37],0.132,,Phospholipids to Total-Lipids in Small HDL percentage
GlycA,1.24 [1.13-1.35],0.447,,Glycoprotein Acetyls
M-LDL-TG%,1.13 [1.05-1.23],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
VLDL-C,1.03 [0.95-1.12],1.000,,VLDL Cholesterol
Total-C,1.01 [0.93-1.09],1.000,,Total-Cholesterol
PUFA/MUFA,0.87 [0.80-0.96],1.000,,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
M-LDL-FC%,0.87 [0.80-0.94],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Total-BCAA,0.78 [0.71-0.85],0.021,*,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Val,0.77 [0.70-0.85],0.018,*,Valine
Leu,0.77 [0.70-0.85],0.015,*,Leucine
