Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
XL-HDL-PL%,2.17 [1.62-2.90],0.036,*,Phospholipids to Total-Lipids in Very Large HDL percentage
L-HDL-CE,1.77 [1.48-2.12],1.042e-04,***,Cholesteryl Esters in Large HDL
L-HDL-C,1.77 [1.48-2.12],1.351e-04,***,Cholesterol in Large HDL
L-HDL-L,1.76 [1.46-2.11],3.798e-04,***,Total-Lipids in Large HDL
HDL-size,1.70 [1.43-2.03],5.780e-04,***,Average Diameter for HDL Particles
L-HDL-PL,1.70 [1.42-2.03],0.001,**,Phospholipids in Large HDL
L-HDL-P,1.67 [1.41-1.98],7.766e-04,***,Concentration of Large HDL Particles
L-HDL-FC,1.67 [1.40-1.98],0.001,**,Free Cholesterol in Large HDL
XL-HDL-CE,1.64 [1.38-1.95],0.004,**,Cholesteryl Esters in Very Large HDL
XL-HDL-C,1.62 [1.36-1.93],0.009,**,Cholesterol in Very Large HDL
XL-HDL-L,1.61 [1.36-1.92],0.011,*,Total-Lipids in Very Large HDL
XL-HDL-PL,1.61 [1.36-1.90],0.008,**,Phospholipids in Very Large HDL
Gly,1.60 [1.36-1.88],0.002,**,Glycine
VLDL-size,0.58 [0.48-0.70],0.004,**,Average Diameter for VLDL Particles
Total-BCAA,0.55 [0.44-0.68],0.018,*,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
L-VLDL-C,0.54 [0.43-0.68],0.041,*,Cholesterol in Large VLDL
XL-HDL-TG%,0.54 [0.43-0.68],0.014,*,Triglycerides to Total-Lipids in Very Large HDL percentage
Leu,0.54 [0.43-0.68],0.018,*,Leucine
XL-VLDL-C,0.53 [0.42-0.67],0.028,*,Cholesterol in Very Large VLDL
L-VLDL-PL,0.52 [0.41-0.67],0.032,*,Phospholipids in Large VLDL
TG/PG,0.52 [0.42-0.65],0.004,**,Triglycerides to Phosphoglycerides ratio
L-VLDL-FC,0.52 [0.41-0.66],0.020,*,Free Cholesterol in Large VLDL
XL-HDL-FC%,0.52 [0.42-0.65],0.001,**,Free Cholesterol to Total-Lipids in Very Large HDL percentage
XL-VLDL-L,0.51 [0.40-0.66],0.027,*,Total-Lipids in Very Large VLDL
XL-VLDL-FC,0.50 [0.39-0.65],0.020,*,Free Cholesterol in Very Large VLDL
XL-VLDL-PL,0.50 [0.39-0.64],0.020,*,Phospholipids in Very Large VLDL
XL-VLDL-P,0.50 [0.38-0.65],0.039,*,Concentration of Very Large VLDL Particles
Creatinine,0.42 [0.33-0.52],5.410e-09,***,Creatinine
