Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
Omega-6/Omega-3,1.07 [0.88-1.29],1.000,,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
ApoA1,1.05 [0.86-1.27],1.000,,Apolipoprotein A1
M-LDL-PL%,1.02 [0.84-1.24],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
HDL-CE,1.01 [0.83-1.23],1.000,,Cholesteryl Esters in HDL
HDL-C,1.01 [0.82-1.23],1.000,,HDL Cholesterol
LA,0.96 [0.79-1.15],1.000,,Linoleic Acid
M-LDL-FC%,0.95 [0.78-1.14],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Omega-3,0.94 [0.77-1.15],1.000,,Omega-3 Fatty Acids
DHA,0.91 [0.74-1.12],1.000,,Docosahexaenoic Acid
PUFA%,0.88 [0.73-1.07],1.000,,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
